category_id,category_name,fragility_level,requires_cushioning,moisture_sensitive,temperature_sensitive,product_weight_kg,material_id,material_name,material_type,strength_score,weight_capacity_kg,biodegradability_score,moisture_resistance,co2_emission_kg,cost_per_kg,co2_impact_index,cost_efficiency_index,eco_score,suitability_score,predicted_co2,predicted_cost
1,Electronics,high,True,True,False,5.25,3,Kraft Paper,Paper-based,0.55,15.0,0.9,0.1,0.95,100.0,0.2405882352941176,0.9053632943212502,0.8312647058823529,0.8406,0.7481,78.75
1,Electronics,high,True,True,False,6.125,3,Kraft Paper,Paper-based,0.55,15.0,0.9,0.1,0.95,100.0,0.2405882352941176,0.9053632943212502,0.8312647058823529,0.8406,0.8728,91.88
1,Electronics,high,True,True,False,7.0,3,Kraft Paper,Paper-based,0.55,15.0,0.9,0.1,0.95,100.0,0.2405882352941176,0.9053632943212502,0.8312647058823529,0.8406,0.9975,105.0
1,Electronics,high,True,True,False,1.75,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.1837,39.38
1,Electronics,high,True,True,False,2.625,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.2756,59.06
1,Electronics,high,True,True,False,3.5,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.3675,78.75
1,Electronics,high,True,True,False,4.375,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.4594,98.44
1,Electronics,high,True,True,False,5.25,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.5512,118.12
1,Electronics,high,True,True,False,6.125,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.6431,137.81
1,Electronics,high,True,True,False,7.0,4,Molded Pulp,Paper-based,0.6,20.0,0.95,0.25,0.7,150.0,0.1981176470588235,0.8896452766535409,0.8582529411764706,0.8833,0.735,157.5
1,Electronics,high,True,True,False,1.75,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.2231,30.19
1,Electronics,high,True,True,False,2.625,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.3347,45.28
1,Electronics,high,True,True,False,3.5,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.4462,60.38
1,Electronics,high,True,True,False,4.375,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.5578,75.47
1,Electronics,high,True,True,False,5.25,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.6694,90.56
1,Electronics,high,True,True,False,6.125,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.7809,105.66
1,Electronics,high,True,True,False,7.0,5,Paperboard,Paper-based,0.58,18.0,0.88,0.18,0.85,115.0,0.211,0.8882925413351007,0.8436,0.8644,0.8925,120.75
1,Electronics,high,True,True,False,1.75,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8391,0.2363,60.38
1,Electronics,high,True,True,False,2.625,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8391,0.3544,90.56
1,Electronics,high,True,True,False,3.5,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8391,0.4725,120.75
1,Electronics,high,True,True,False,4.375,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8891,0.5906,150.94
1,Electronics,high,True,True,False,5.25,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8891,0.7087,181.12
1,Electronics,high,True,True,False,6.125,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8891,0.8269,211.31
1,Electronics,high,True,True,False,7.0,6,Glassine Paper,Paper-based,0.42,8.0,0.75,0.45,0.9,230.0,0.2602941176470588,0.5450866133970087,0.7458823529411764,0.8891,0.945,241.5
1,Electronics,high,True,True,False,1.75,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.1628,39.38
1,Electronics,high,True,True,False,2.625,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.2441,59.06
1,Electronics,high,True,True,False,3.5,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.3255,78.75
1,Electronics,high,True,True,False,4.375,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.4069,98.44
1,Electronics,high,True,True,False,5.25,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.4882,118.12
1,Electronics,high,True,True,False,6.125,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.5696,137.81
1,Electronics,high,True,True,False,7.0,7,Recycled PET (rPET),Plastic-based,0.85,35.0,0.02,0.95,0.62,150.0,0.2026470588235294,0.4565290016594284,0.5134411764705883,1.0,0.651,157.5
1,Electronics,high,True,True,False,1.75,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,0.315,98.44
1,Electronics,high,True,True,False,2.625,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,0.4725,147.66
1,Electronics,high,True,True,False,3.5,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,0.63,196.88
1,Electronics,high,True,True,False,4.375,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,0.7875,246.09
1,Electronics,high,True,True,False,5.25,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,0.945,295.31
1,Electronics,high,True,True,False,6.125,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,1.1025,344.53
1,Electronics,high,True,True,False,7.0,8,PLA Bioplastic,Plastic-based,0.65,20.0,0.45,0.6,1.2,375.0,0.4120588235294118,0.3319294825102824,0.5051764705882353,0.918,1.26,393.75
1,Electronics,high,True,True,False,1.75,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,0.4462,141.75
1,Electronics,high,True,True,False,2.625,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,0.6694,212.62
1,Electronics,high,True,True,False,3.5,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,0.8925,283.5
1,Electronics,high,True,True,False,4.375,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,1.1156,354.38
1,Electronics,high,True,True,False,5.25,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,1.3387,425.25
1,Electronics,high,True,True,False,6.125,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,1.5619,496.12
1,Electronics,high,True,True,False,7.0,9,PHA Bioplastic,Plastic-based,0.58,18.0,0.9,0.55,1.7,540.0,0.5599999999999999,0.2128340078754388,0.5660000000000001,0.8921,1.785,567.0
1,Electronics,high,True,True,False,1.75,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,0.5513,112.88
1,Electronics,high,True,True,False,2.625,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,0.8269,169.31
1,Electronics,high,True,True,False,3.5,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,1.1025,225.75
1,Electronics,high,True,True,False,4.375,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,1.3781,282.19
1,Electronics,high,True,True,False,5.25,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,1.6538,338.62
1,Electronics,high,True,True,False,6.125,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,1.9294,395.06
1,Electronics,high,True,True,False,7.0,10,PBAT Compostable,Plastic-based,0.52,15.0,0.7,0.5,2.1,430.0,0.6573529411764706,0.3052910023933009,0.4445588235294117,0.8515,2.205,451.5
1,Electronics,high,True,True,False,1.75,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8285,0.3675,86.62
1,Electronics,high,True,True,False,2.625,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8285,0.5512,129.94
1,Electronics,high,True,True,False,3.5,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8285,0.735,173.25
1,Electronics,high,True,True,False,4.375,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8285,0.9187,216.56
1,Electronics,high,True,True,False,5.25,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8785,1.1025,259.88
1,Electronics,high,True,True,False,6.125,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8785,1.2862,303.19
1,Electronics,high,True,True,False,7.0,11,Cellophane,Plastic-based,0.45,10.0,0.85,0.4,1.4,330.0,0.468235294117647,0.4741036074767379,0.6102058823529412,0.8785,1.47,346.5
1,Electronics,high,True,True,False,1.75,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,0.8925,55.12
1,Electronics,high,True,True,False,2.625,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,1.3387,82.69
1,Electronics,high,True,True,False,3.5,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,1.785,110.25
1,Electronics,high,True,True,False,4.375,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,2.2312,137.81
1,Electronics,high,True,True,False,5.25,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,2.6775,165.38
1,Electronics,high,True,True,False,6.125,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,3.1237,192.94
1,Electronics,high,True,True,False,7.0,12,EPS (Expanded Polystyrene),Foam-based,0.62,30.0,0.02,0.92,3.4,210.0,0.895,0.2679730329202105,0.1364999999999999,0.9186,3.57,220.5
1,Electronics,high,True,True,False,1.75,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.0525,119.44
1,Electronics,high,True,True,False,2.625,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.0788,179.16
1,Electronics,high,True,True,False,3.5,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.105,238.88
1,Electronics,high,True,True,False,4.375,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.1313,298.59
1,Electronics,high,True,True,False,5.25,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.1575,358.31
1,Electronics,high,True,True,False,6.125,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.1837,418.03
1,Electronics,high,True,True,False,7.0,13,Mushroom Foam (Mycelium),Foam-based,0.5,15.0,0.98,0.2,0.2,455.0,0.2811764705882353,0.3506268038752854,0.6805294117647058,0.8231,0.21,477.75
1,Electronics,high,True,True,False,1.75,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.7183,0.3938,82.69
1,Electronics,high,True,True,False,2.625,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.7683,0.5906,124.03
1,Electronics,high,True,True,False,3.5,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.7683,0.7875,165.38
1,Electronics,high,True,True,False,4.375,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.7683,0.9844,206.72
1,Electronics,high,True,True,False,5.25,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.3683,1.1812,248.06
1,Electronics,high,True,True,False,6.125,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.3683,1.3781,289.41
1,Electronics,high,True,True,False,7.0,14,Cornstarch Peanuts,Foam-based,0.3,5.0,0.99,0.05,1.5,315.0,0.5638235294117646,0.4909005274024745,0.5584705882352942,0.3683,1.575,330.75
1,Electronics,high,True,True,False,1.75,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.7898,0.21,52.5
1,Electronics,high,True,True,False,2.625,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.7898,0.315,78.75
1,Electronics,high,True,True,False,3.5,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.7898,0.42,105.0
1,Electronics,high,True,True,False,4.375,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.7898,0.525,131.25
1,Electronics,high,True,True,False,5.25,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.8398,0.63,157.5
1,Electronics,high,True,True,False,6.125,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.8398,0.735,183.75
1,Electronics,high,True,True,False,7.0,15,Paper Bubble Wrap,Foam-based,0.4,10.0,0.88,0.12,0.8,200.0,0.2247058823529411,0.6475713745871967,0.8181176470588236,0.8398,0.84,210.0
1,Electronics,high,True,True,False,1.75,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.8695,0.6562,42.0
1,Electronics,high,True,True,False,2.625,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.8695,0.9844,63.0
1,Electronics,high,True,True,False,3.5,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.8695,1.3125,84.0
1,Electronics,high,True,True,False,4.375,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.9195,1.6406,105.0
1,Electronics,high,True,True,False,5.25,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.9195,1.9688,126.0
1,Electronics,high,True,True,False,6.125,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.9195,2.2969,147.0
1,Electronics,high,True,True,False,7.0,16,Air Pillows (HDPE),Plastic-based,0.45,8.0,0.03,0.9,2.5,160.0,0.6647058823529413,0.2028664844764038,0.2696176470588235,0.9195,2.625,168.0
1,Electronics,high,True,True,False,1.75,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.1313,22.31
1,Electronics,high,True,True,False,2.625,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.1969,33.47
1,Electronics,high,True,True,False,3.5,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.2625,44.62
1,Electronics,high,True,True,False,4.375,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.3281,55.78
1,Electronics,high,True,True,False,5.25,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.3937,66.94
1,Electronics,high,True,True,False,6.125,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.4594,78.09
1,Electronics,high,True,True,False,7.0,17,Jute Fiber,Fiber/Fabric,0.75,25.0,0.8,0.15,0.5,85.0,0.2079411764705882,1.0,0.7593235294117647,0.9109,0.525,89.25
1,Electronics,high,True,True,False,1.75,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.1181,108.94
1,Electronics,high,True,True,False,2.625,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.1772,163.41
1,Electronics,high,True,True,False,3.5,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.2363,217.88
1,Electronics,high,True,True,False,4.375,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.2953,272.34
1,Electronics,high,True,True,False,5.25,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.3544,326.81
1,Electronics,high,True,True,False,6.125,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.4134,381.28
1,Electronics,high,True,True,False,7.0,18,Hemp Packaging,Fiber/Fabric,0.82,30.0,0.92,0.18,0.45,415.0,0.2126470588235294,0.5056053627466551,0.7869411764705884,0.9427,0.4725,435.75
1,Electronics,high,True,True,False,1.75,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.7988,0.4725,69.56
1,Electronics,high,True,True,False,2.625,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.7988,0.7087,104.34
1,Electronics,high,True,True,False,3.5,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.7988,0.945,139.12
1,Electronics,high,True,True,False,4.375,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.7988,1.1813,173.91
1,Electronics,high,True,True,False,5.25,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.7988,1.4175,208.69
1,Electronics,high,True,True,False,6.125,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.8488,1.6538,243.47
1,Electronics,high,True,True,False,7.0,19,Cotton Cushioning,Fiber/Fabric,0.48,12.0,0.85,0.08,1.8,265.0,0.4605882352941176,0.5819883566182712,0.688264705882353,0.8488,1.89,278.25
1,Electronics,high,True,True,False,1.75,20,Coconut Coir,Fiber/Fabric,0.65,20.0,0.75,0.35,0.35,75.0,0.2070588235294117,0.9091148072489088,0.7171764705882353,0.9017,0.0919,19.69
