product_id,product_name,category,sub_category,product_weight_kg,dimensions_cm,fragile,food_grade_required,moisture_sensitive,temperature_sensitive,preferred_material_type,max_packaging_cost,sustainability_priority
1074,Oil Filter (Spin-On),Automotive,Filters,0.4,12x10x10,FALSE,FALSE,TRUE,FALSE,Recycled Cardboard,0.9,High
1075,OBD2 Diagnostic Scanner,Automotive,Tools,0.28,15x8x4,TRUE,FALSE,TRUE,FALSE,Hard Case Box,4.0,Medium
1076,HID Headlight Bulbs,Automotive,Lighting,0.15,10x10x5,TRUE,FALSE,FALSE,FALSE,Padded Box,2.5,High
1077,Car Carpet Mats Set,Automotive,Interior,3.2,75x50x5,FALSE,FALSE,TRUE,FALSE,Plastic Wrap,4.5,Low
1078,Fuel Injector Set,Automotive,Engine,0.6,18x12x8,TRUE,FALSE,TRUE,FALSE,Custom Foam Insert,5.5,Medium
1079,Roof Rack Crossbars,Automotive,Exterior,6.0,120x15x15,FALSE,FALSE,FALSE,FALSE,Cardboard Tube,12.0,Medium
1080,Portable Jump Starter,Automotive,Electrical,1.2,22x12x8,TRUE,FALSE,TRUE,TRUE,Retail Box,5.0,High
1081,Wooden Building Blocks,Toys,Educational,2.5,30x20x15,FALSE,FALSE,TRUE,FALSE,Cotton Bag/Box,3.5,High
1082,Remote Control Drone,Toys,Gadgets,0.8,35x35x12,TRUE,FALSE,TRUE,FALSE,Mushroom-Based,8.5,High
1083,Stuffed Plush Animal,Toys,Soft Toys,0.3,25x15x15,FALSE,FALSE,TRUE,FALSE,Paper Bag,0.8,High
1084,Strategy Board Game,Toys,Tabletop,1.5,30x30x8,FALSE,FALSE,TRUE,FALSE,Shrink-Wrap Paper,2.5,Medium
1085,Collectible Action Figure,Toys,Collectibles,0.4,22x15x8,TRUE,FALSE,FALSE,FALSE,Window Box,3.0,Medium
1086,Kids Tricycle,Toys,Outdoor,4.8,60x40x30,FALSE,FALSE,FALSE,FALSE,Large Cardboard,8.0,Medium
1087,Science Experiment Kit,Toys,Educational,1.2,28x22x10,TRUE,FALSE,TRUE,FALSE,Divided Cardboard,3.5,High
1088,Puzzel 1000 Pieces,Toys,Puzzles,0.9,25x25x6,FALSE,FALSE,TRUE,FALSE,Recycled Box,1.5,High
1089,Magnetic Tiles Set,Toys,Educational,2.0,32x24x8,FALSE,FALSE,FALSE,FALSE,Plastic-Free Box,4.0,High
1090,Electronic Pet Toy,Toys,Gadgets,0.25,12x12x10,TRUE,FALSE,TRUE,FALSE,Paper-Based,2.2,Medium
1091,Baby Bath Ducks 4ct,Toys,Baby,0.15,15x15x6,FALSE,TRUE,TRUE,FALSE,Net Bag,0.9,High
1092,Model Airplane Kit,Toys,Hobby,0.6,40x25x5,TRUE,FALSE,TRUE,FALSE,Flat Cardboard,2.8,Medium
1093,Slime Making Kit,Toys,Crafts,1.1,20x15x10,FALSE,FALSE,TRUE,FALSE,Leak-Proof Tub,3.0,Medium
1094,Skateboarding Pads Set,Toys,Sports,0.5,25x15x12,FALSE,FALSE,FALSE,FALSE,Mesh Bag,1.5,Medium
1095,Dollhouse Furniture Set,Toys,Accessories,0.7,18x12x10,TRUE,FALSE,TRUE,FALSE,Pulp Tray,2.5,High
1096,A4 Copy Paper 500 Sheets,Office,Supplies,2.3,30x21x5,FALSE,FALSE,TRUE,FALSE,Paper Wrap,1.2,High
1097,Ink Cartridges Multipack,Office,Printing,0.2,15x10x5,FALSE,FALSE,TRUE,TRUE,Padded Mailer,2.5,Medium
1098,Ergonomic Mesh Chair,Office,Furniture,12.0,65x60x30,TRUE,FALSE,FALSE,FALSE,Honeycomb Paper,15.0,High
1099,Whiteboard 90x60cm,Office,Supplies,3.5,95x65x5,TRUE,FALSE,FALSE,FALSE,Edge Protectors,10.0,Medium
1100,Fountain Pen Set,Office,Stationery,0.3,18x8x4,TRUE,FALSE,FALSE,FALSE,Wooden Box,5.5,High
1101,Desk LED Lamp,Office,Lighting,0.9,40x15x15,TRUE,FALSE,FALSE,FALSE,Recycled Box,3.0,High
1102,Stapler & Pins Kit,Office,Supplies,0.45,15x10x6,FALSE,FALSE,FALSE,FALSE,Cardboard,0.8,Medium
1103,External SSD 1TB,Office,Electronics,0.1,10x8x2,TRUE,FALSE,TRUE,FALSE,Recycled Plastic,1.8,High
1104,Spiral Notebooks 5ct,Office,Supplies,1.5,30x22x8,FALSE,FALSE,TRUE,FALSE,Paper Wrap,1.0,High
1105,Shredder (Cross-Cut),Office,Machines,5.2,40x35x25,TRUE,FALSE,FALSE,FALSE,Corrugated Box,12.0,Medium
1106,Gel Pens 24ct,Office,Stationery,0.25,20x12x2,FALSE,FALSE,FALSE,FALSE,Recycled Plastic,0.9,High
1107,Wireless Laser Mouse,Office,Electronics,0.15,12x8x5,TRUE,FALSE,TRUE,FALSE,Paper-Based,1.5,High
1108,Hardcover Planner 2026,Office,Stationery,0.6,22x16x3,FALSE,FALSE,TRUE,FALSE,Cardboard Mailer,1.2,High
1109,Presentation Clicker,Office,Electronics,0.05,10x4x2,TRUE,FALSE,TRUE,FALSE,Small Box,1.0,Medium
1110,File Folders 100ct,Office,Supplies,2.8,32x25x10,FALSE,FALSE,TRUE,FALSE,Cardboard Box,2.0,High
1111,Extra Virgin Olive Oil 1L,Grocery,Pantry,1.6,30x10x10,TRUE,TRUE,FALSE,TRUE,Glass/Pulp,3.5,High
1112,Whole Wheat Pasta 500g,Grocery,Pantry,0.51,25x12x5,FALSE,TRUE,TRUE,FALSE,Paper Pouch,0.5,High
1113,Himalayan Pink Salt 1kg,Grocery,Pantry,1.02,15x10x5,FALSE,TRUE,TRUE,FALSE,Cardboard Tube,1.2,High
1114,Manuka Honey Jar,Grocery,Pantry,0.45,12x8x8,TRUE,TRUE,FALSE,FALSE,Glass,2.5,High
1115,Instant Coffee Refill,Grocery,Beverages,0.3,22x14x6,FALSE,TRUE,TRUE,FALSE,Compostable Pouch,0.8,High
1116,Organic Quinoa 1kg,Grocery,Pantry,1.0,20x15x5,FALSE,TRUE,TRUE,FALSE,Paper Bag,1.0,High
1117,Sparkling Water 6-Pack,Grocery,Beverages,3.5,30x20x25,TRUE,TRUE,FALSE,FALSE,Recycled Plastic,2.2,Medium
1118,Ground Turmeric 100g,Grocery,Spices,0.12,12x8x2,FALSE,TRUE,TRUE,FALSE,Tin/Paper,0.6,High
1119,Almond Flour 500g,Grocery,Baking,0.5,22x15x4,FALSE,TRUE,TRUE,TRUE,Resealable Paper,1.5,High
1120,Dark Maple Syrup 500ml,Grocery,Pantry,0.9,20x8x8,TRUE,TRUE,FALSE,FALSE,Glass,2.0,High
1121,Sun-Dried Tomatoes Jar,Grocery,Pantry,0.6,12x10x10,TRUE,TRUE,FALSE,TRUE,Glass,1.8,Medium
1122,Peanut Butter (Crunchy),Grocery,Pantry,0.5,12x10x10,FALSE,TRUE,FALSE,FALSE,Glass,1.5,High
1123,Loose Leaf Green Tea,Grocery,Beverages,0.2,18x10x10,FALSE,TRUE,TRUE,FALSE,Tin Can,1.2,High
1124,Basmati Rice 5kg,Grocery,Pantry,5.05,45x25x10,FALSE,TRUE,TRUE,FALSE,Jute/Fabric,4.0,High
1125,Frozen Mixed Berries,Grocery,Frozen,0.4,20x18x5,FALSE,TRUE,TRUE,TRUE,Insulated Paper,1.1,High
1126,Canned Chickpeas 400g,Grocery,Pantry,0.45,11x8x8,FALSE,TRUE,FALSE,FALSE,Metal,0.4,Low
1127,Agave Nectar 250ml,Grocery,Pantry,0.4,15x6x6,FALSE,TRUE,FALSE,FALSE,Recycled PET,1.0,Medium
1128,Whole Black Peppercorns,Grocery,Spices,0.1,10x5x5,FALSE,TRUE,TRUE,FALSE,Glass Grinder,1.5,Medium
1129,Red Wine Vinegar 500ml,Grocery,Pantry,0.85,25x7x7,TRUE,TRUE,FALSE,FALSE,Glass,1.8,High
1130,Granola Clusters 400g,Grocery,Pantry,0.42,22x15x6,FALSE,TRUE,TRUE,FALSE,Cardboard Box,1.2,High
1131,Running Leggings,Apparel,Activewear,0.25,25x20x2,FALSE,FALSE,TRUE,FALSE,Paper Mailer,0.8,High
1132,Canvas Tote Bag,Apparel,Accessories,0.15,35x30x1,FALSE,FALSE,FALSE,FALSE,No Outer Pack,0.2,High
1133,Waterproof Rain Jacket,Apparel,Outerwear,0.55,30x25x5,FALSE,FALSE,TRUE,FALSE,Recycled Polybag,1.2,Medium
1134,Leather Chelsea Boots,Apparel,Footwear,1.4,35x25x12,FALSE,FALSE,TRUE,FALSE,Premium Box,5.0,Medium
1135,Cashmere Scarf,Apparel,Accessories,0.18,20x15x3,FALSE,FALSE,TRUE,FALSE,Tissue/Box,3.5,High
1136,Men's Cotton Polo,Apparel,Clothing,0.3,25x20x3,FALSE,FALSE,TRUE,FALSE,Compostable Bag,0.7,High
1137,Polarized Sunglasses,Apparel,Accessories,0.08,18x8x6,TRUE,FALSE,FALSE,FALSE,Hard Case Box,2.8,High
1138,Denim Jeans (Regular),Apparel,Clothing,0.7,35x28x5,FALSE,FALSE,FALSE,FALSE,Paper Wrap,1.0,High
1139,Yoga Sports Bra,Apparel,Activewear,0.12,20x15x1,FALSE,FALSE,TRUE,FALSE,Small Mailer,0.5,High
1140,Woolen Winter Hat,Apparel,Accessories,0.1,20x20x2,FALSE,FALSE,TRUE,FALSE,Paper Pouch,0.4,High
1141,Leather Wallet (RFID),Apparel,Accessories,0.12,12x10x2,FALSE,FALSE,TRUE,FALSE,Gift Box,2.0,Medium
1142,Hiking Backpack 30L,Apparel,Outdoor,1.1,50x30x10,FALSE,FALSE,TRUE,FALSE,Cardboard,3.0,Medium
1143,Silk Necktie,Apparel,Accessories,0.06,10x10x4,FALSE,FALSE,TRUE,FALSE,Small Paper Box,1.5,High
1144,Compression Socks 3-Pack,Apparel,Activewear,0.2,15x12x5,FALSE,FALSE,TRUE,FALSE,Cardboard Sleeve,0.8,High
1145,Kids Rain Boots,Apparel,Footwear,0.85,25x20x15,FALSE,FALSE,FALSE,FALSE,Recycled Box,2.0,Medium
1146,Linen Summer Dress,Apparel,Clothing,0.4,30x25x2,FALSE,FALSE,TRUE,FALSE,Compostable Bag,1.0,High
1147,Leather Belt (Brown),Apparel,Accessories,0.22,15x15x5,FALSE,FALSE,FALSE,FALSE,Paper Box,1.1,Medium
1148,Athletic Training Shorts,Apparel,Activewear,0.18,20x20x2,FALSE,FALSE,TRUE,FALSE,Paper Mailer,0.5,High
1149,Formal Suit Jacket,Apparel,Clothing,1.2,50x40x10,TRUE,FALSE,TRUE,FALSE,Garment Bag/Box,8.5,Medium
1150,Bamboo Socks 5-Pack,Apparel,Clothing,0.25,18x12x6,FALSE,FALSE,TRUE,FALSE,Recycled Cardboard,1.0,High
1151,Organic Sourdough Loaf,Food,Bakery,0.6,25x15x10,FALSE,TRUE,TRUE,FALSE,Perforated Paper,0.6,High
1152,Gourmet Cupcakes 6-Pack,Food,Bakery,0.45,20x15x8,TRUE,TRUE,TRUE,TRUE,Recycled Cardboard,1.5,Medium
1153,Whole Wheat Bagels,Food,Bakery,0.4,15x15x10,FALSE,TRUE,TRUE,FALSE,Compostable Film,0.5,High
1154,Almond Croissants 4ct,Food,Bakery,0.3,18x12x6,TRUE,TRUE,TRUE,FALSE,Paper Box,0.8,High
1155,Gluten-Free Sandwich Bread,Food,Bakery,0.55,22x10x10,FALSE,TRUE,TRUE,FALSE,Recyclable Plastic,0.7,Medium
1156,Frozen Beef Patties 1kg,Food,Meat,1.05,20x15x8,FALSE,TRUE,TRUE,TRUE,Insulated Cardboard,2.5,Medium
1157,Fresh Chicken Breasts,Food,Meat,0.8,22x14x5,FALSE,TRUE,TRUE,TRUE,Pulp Tray,1.2,High
1158,Smoked Salmon 200g,Food,Seafood,0.22,25x15x1,FALSE,TRUE,TRUE,TRUE,Vacuum Foil,1.8,Medium
1159,Frozen Shrimps 500g,Food,Seafood,0.55,18x12x5,FALSE,TRUE,TRUE,TRUE,Insulated Pouch,1.5,High
1160,Lamb Chops 500g,Food,Meat,0.52,18x15x6,FALSE,TRUE,TRUE,TRUE,Bio-Plastic Tray,2.0,High
1161,Greek Yogurt 1kg,Food,Dairy,1.05,12x12x15,FALSE,TRUE,FALSE,TRUE,Recycled HDPE,0.8,Medium
1162,Cheddar Cheese Block,Food,Dairy,0.4,12x8x5,FALSE,TRUE,TRUE,TRUE,Wax Paper,0.6,High
1163,Oat Milk 1L (Carton),Food,Dairy Alternative,1.08,7x7x22,FALSE,TRUE,TRUE,TRUE,Aseptic Cardboard,0.4,High
1164,Salted Butter 250g,Food,Dairy,0.26,10x6x4,FALSE,TRUE,TRUE,TRUE,Foil Wrap,0.3,Medium
1165,Mozzarella Pearls,Food,Dairy,0.2,10x10x8,FALSE,TRUE,FALSE,TRUE,Plastic Tub,0.7,Low
1166,Fresh Spinach 200g,Food,Produce,0.22,25x20x10,FALSE,TRUE,TRUE,TRUE,Compostable Bag,0.4,High
1167,Cherry Tomatoes 250g,Food,Produce,0.27,12x12x6,TRUE,TRUE,TRUE,TRUE,Pulp Punnet,0.6,High
1168,Organic Bananas (Bunch),Food,Produce,1.2,25x15x10,TRUE,TRUE,FALSE,FALSE,No Outer Pack,0.1,High
1169,Red Apples 1kg Bag,Food,Produce,1.05,30x20x10,FALSE,TRUE,FALSE,FALSE,Paper Mesh Bag,0.5,High
1170,Avocados 3ct,Food,Produce,0.6,20x10x8,TRUE,TRUE,FALSE,FALSE,Molded Pulp,0.7,High
1171,Spaghetti 500g,Food,Pantry,0.52,28x8x3,FALSE,TRUE,TRUE,FALSE,Paper Box,0.4,High
1172,Red Lentils 1kg,Food,Pantry,1.02,20x12x5,FALSE,TRUE,TRUE,FALSE,Paper Bag,0.6,High
1173,Basmati Rice 2kg,Food,Pantry,2.05,30x18x8,FALSE,TRUE,TRUE,FALSE,Jute Bag,1.5,High
1174,Canned Black Beans,Food,Pantry,0.48,11x8x8,FALSE,TRUE,FALSE,FALSE,Recyclable Metal,0.3,Low
1175,Tomato Puree 500g,Food,Pantry,0.55,15x8x8,FALSE,TRUE,FALSE,FALSE,Glass Jar,0.8,Medium
1176,Extra Virgin Olive Oil,Food,Condiments,0.95,30x8x8,TRUE,TRUE,FALSE,TRUE,Glass Bottle,2.2,High
1177,Balsamic Vinegar,Food,Condiments,0.5,22x6x6,TRUE,TRUE,FALSE,FALSE,Glass Bottle,1.8,Medium
1178,Mayonnaise Jar 400g,Food,Condiments,0.6,12x8x8,TRUE,TRUE,FALSE,TRUE,Glass Jar,1.2,Medium
1179,Organic Honey 250g,Food,Pantry,0.4,10x6x6,TRUE,TRUE,FALSE,FALSE,Glass Jar,1.5,High
1180,Dior Sea Salt 500g,Food,Pantry,0.55,12x8x8,FALSE,TRUE,TRUE,FALSE,Cardboard Tube,1.0,High
1181,Potato Chips (Large),Food,Snacks,0.2,35x25x10,TRUE,TRUE,TRUE,FALSE,Foil-lined Paper,0.9,Medium
1182,Roasted Cashews 200g,Food,Snacks,0.22,18x12x4,FALSE,TRUE,TRUE,FALSE,Stand-up Pouch,0.7,High
1183,Dark Chocolate 70%,Food,Confectionery,0.11,16x8x1,FALSE,TRUE,TRUE,TRUE,Aluminium/Paper,0.5,High
1184,Fruit Gummies 150g,Food,Confectionery,0.16,15x10x3,FALSE,TRUE,TRUE,TRUE,Compostable Film,0.4,High
1185,Rice Crackers,Food,Snacks,0.15,20x10x10,TRUE,TRUE,TRUE,FALSE,Recyclable Plastic,0.6,Medium
1186,Cold Brew Coffee 250ml,Food,Beverages,0.45,15x6x6,TRUE,TRUE,FALSE,TRUE,Glass Bottle,1.2,High
1187,Sparkling Apple Juice,Food,Beverages,1.1,28x8x8,TRUE,TRUE,FALSE,FALSE,Glass Bottle,1.5,Medium
1188,Earl Grey Tea 50ct,Food,Beverages,0.15,15x12x8,FALSE,TRUE,TRUE,FALSE,Cardboard Box,0.8,High
1189,Ground Espresso 250g,Food,Beverages,0.28,15x10x6,FALSE,TRUE,TRUE,FALSE,Valve Bag,1.0,High
1190,Alkaline Water 1.5L,Food,Beverages,1.55,32x9x9,FALSE,TRUE,FALSE,FALSE,Recycled PET,0.5,Medium
1191,Instant Noodles 12pk,Food,Pantry,1.2,30x20x15,FALSE,TRUE,TRUE,FALSE,Cardboard Box,1.8,Low
1192,Peanut Butter (Smooth),Food,Pantry,0.5,12x8x8,FALSE,TRUE,FALSE,FALSE,Recycled PET,0.9,Medium
1193,Strawberry Jam 300g,Food,Pantry,0.55,10x8x8,TRUE,TRUE,FALSE,FALSE,Glass Jar,1.1,Medium
1194,Quinoa Salad Box,Food,Ready Meal,0.35,15x15x6,FALSE,TRUE,TRUE,TRUE,Pulp Bowl,1.2,High
1195,Frozen Peas 500g,Food,Frozen,0.52,22x15x5,FALSE,TRUE,TRUE,TRUE,Paper Pouch,0.6,High
1196,Maple Syrup 250ml,Food,Pantry,0.45,18x8x5,TRUE,TRUE,FALSE,FALSE,Glass Bottle,1.8,High
1197,Sriracha Sauce 500ml,Food,Condiments,0.6,22x7x7,FALSE,TRUE,FALSE,FALSE,Recycled PET,0.8,Medium
1198,Pistachios In-Shell,Food,Snacks,0.4,22x15x6,FALSE,TRUE,TRUE,FALSE,Paper Bag,1.2,High
1199,Veggie Burger Patties,Food,Frozen,0.4,15x15x5,FALSE,TRUE,TRUE,TRUE,Cardboard Box,1.0,High
1200,Fresh Blueberries,Food,Produce,0.15,10x10x5,TRUE,TRUE,TRUE,TRUE,Pulp Punnet,0.5,High
1201,Rye Flour 1kg,Food,Baking,1.02,20x10x10,FALSE,TRUE,TRUE,FALSE,Paper Bag,0.8,High
